key,source,target
DC/Text_DesignData_Item_Item_VoidBlade_5001,Void Blade,Лезо Порожнечі
DC/Text_DesignData_Item_Item_VolcanicAsh,Volcanic Ash,Вулканічний попіл
DC/Text_DesignData_Item_Item_WandererAttire_1001,Wanderer Attire,Вбрання блукача
DC/Text_DesignData_Item_Item_WandererAttire_2001,Wanderer Attire,Вбрання блукача
DC/Text_DesignData_Item_Item_WandererAttire_3001,Wanderer Attire,Вбрання мандрівника
DC/Text_DesignData_Item_Item_WandererAttire_4001,Wanderer Attire,Вбрання блукача
DC/Text_DesignData_Item_Item_WandererAttire_5001,Wanderer Attire,Вбрання мандрівника
DC/Text_DesignData_Item_Item_WandererAttire_6001,Wanderer Attire,Вбрання мандрівника
DC/Text_DesignData_Item_Item_WandererAttire_7001,Wanderer Attire,Вбрання мандрівника
DC/Text_DesignData_Item_Item_WarHammer_1001,War Hammer,Бойова кувалда
DC/Text_DesignData_Item_Item_WarHammer_2001,War Hammer,Бойова кувалда
DC/Text_DesignData_Item_Item_WarHammer_3001,War Hammer,Бойова кувалда
DC/Text_DesignData_Item_Item_WarHammer_4001,War Hammer,Бойова кувалда
DC/Text_DesignData_Item_Item_WarHammer_5001,War Hammer,Бойова кувалда
DC/Text_DesignData_Item_Item_WarHammer_6001,War Hammer,Бойова кувалда
DC/Text_DesignData_Item_Item_WarHammer_7001,War Hammer,Бойова кувалда
DC/Text_DesignData_Item_Item_WarMaul_1001,War Maul,Бойовий молот
DC/Text_DesignData_Item_Item_WarMaul_2001,War Maul,Бойовий молот
DC/Text_DesignData_Item_Item_WarMaul_3001,War Maul,Бойовий молот
DC/Text_DesignData_Item_Item_WarMaul_4001,War Maul,Бойовий молот
DC/Text_DesignData_Item_Item_WarMaul_5001,War Maul,Бойовий молот
DC/Text_DesignData_Item_Item_WarMaul_6001,War Maul,Бойовий молот
DC/Text_DesignData_Item_Item_WarMaul_7001,War Maul,Бойовий молот
DC/Text_DesignData_Item_Item_WardenOutfit_1001,Warden Outfit,Форма наглядача
DC/Text_DesignData_Item_Item_WardenOutfit_2001,Warden Outfit,Форма наглядача
DC/Text_DesignData_Item_Item_WardenOutfit_3001,Warden Outfit,Форма наглядача
DC/Text_DesignData_Item_Item_WardenOutfit_4001,Warden Outfit,Форма наглядача
DC/Text_DesignData_Item_Item_WardenOutfit_5001,Warden Outfit,Форма наглядача
DC/Text_DesignData_Item_Item_WardenOutfit_6001,Warden Outfit,Форма наглядача
DC/Text_DesignData_Item_Item_WardenOutfit_7001,Warden Outfit,Форма наглядача
DC/Text_DesignData_Item_Item_Wardweed_1001,Wardweed,Бур'ян
DC/Text_DesignData_Item_Item_Wardweed_2001,Wardweed,Бур'ян
DC/Text_DesignData_Item_Item_Wardweed_3001,Wardweed,Бур'ян
DC/Text_DesignData_Item_Item_Wardweed_4001,Wardweed,Бур'ян
DC/Text_DesignData_Item_Item_Wardweed_5001,Wardweed,Бур'ян
DC/Text_DesignData_Item_Item_Wardweed_6001,Wardweed,Бур'ян
DC/Text_DesignData_Item_Item_Wardweed_7001,Wardweed,Бур'ян
DC/Text_DesignData_Item_Item_WarlordsBrokenSwordBlade,Warlord's Broken Sword Blade,Зламане Лезо Меча Воєначальника
DC/Text_DesignData_Item_Item_WatchmanCloak_1001,Watchman Cloak,Плащ Вартового
DC/Text_DesignData_Item_Item_WatchmanCloak_2001,Watchman Cloak,Плащ Вартового
DC/Text_DesignData_Item_Item_WatchmanCloak_3001,Watchman Cloak,Плащ Вартового
DC/Text_DesignData_Item_Item_WatchmanCloak_4001,Watchman Cloak,Плащ Вартового
DC/Text_DesignData_Item_Item_WatchmanCloak_5001,Watchman Cloak,Плащ Вартового
DC/Text_DesignData_Item_Item_WatchmanCloak_6001,Watchman Cloak,Плащ вартового
DC/Text_DesignData_Item_Item_WatchmanCloak_7001,Watchman Cloak,Плащ Вартового
DC/Text_DesignData_Item_Item_WendigoHoof,Wendigo's Hoof,Копито Вендіґо
DC/Text_DesignData_Item_Item_WendigoSharpClaws,Wendigo's Sharp Claws,Гострі кігті Вендіґо
DC/Text_DesignData_Item_Item_WindLocket_3001,Wind Locket,Кулон вітру
DC/Text_DesignData_Item_Item_WindLocket_4001,Wind Locket,Кулон вітру
DC/Text_DesignData_Item_Item_WindLocket_5001,Wind Locket,Кулон вітру
DC/Text_DesignData_Item_Item_WindLocket_6001,Wind Locket,Кулон вітру
DC/Text_DesignData_Item_Item_WindLocket_7001,Wind Locket,Кулон вітру
DC/Text_DesignData_Item_Item_WindlassCrossbow_1001,Windlass Crossbow,Арбалет з лебідкою
DC/Text_DesignData_Item_Item_WindlassCrossbow_2001,Windlass Crossbow,Арбалет з лебідкою
DC/Text_DesignData_Item_Item_WindlassCrossbow_3001,Windlass Crossbow,Арбалет з лебідкою
DC/Text_DesignData_Item_Item_WindlassCrossbow_4001,Windlass Crossbow,Арбалет з лебідкою
DC/Text_DesignData_Item_Item_WindlassCrossbow_5001,Windlass Crossbow,Арбалет з лебідкою
DC/Text_DesignData_Item_Item_WindlassCrossbow_6001,Windlass Crossbow,Арбалет з лебідкою
DC/Text_DesignData_Item_Item_WindlassCrossbow_7001,Windlass Crossbow,Арбалет з лебідкою
DC/Text_DesignData_Item_Item_WizardHat_1001,Wizard Hat,Капелюх чарівника
DC/Text_DesignData_Item_Item_WizardHat_2001,Wizard Hat,Капелюх чарівника
DC/Text_DesignData_Item_Item_WizardHat_3001,Wizard Hat,Капелюх чарівника
DC/Text_DesignData_Item_Item_WizardHat_4001,Wizard Hat,Капелюх чарівника
DC/Text_DesignData_Item_Item_WizardHat_5001,Wizard Hat,Капелюх чарівника
DC/Text_DesignData_Item_Item_WizardHat_6001,Wizard Hat,Капелюх чарівника
DC/Text_DesignData_Item_Item_WizardHat_7001,Wizard Hat,Капелюх чарівника
DC/Text_DesignData_Item_Item_WizardShoes_1001,Wizard Shoes,Чарівні черевики
DC/Text_DesignData_Item_Item_WizardShoes_2001,Wizard Shoes,Чарівні черевики
DC/Text_DesignData_Item_Item_WizardShoes_3001,Wizard Shoes,Чарівні черевики
DC/Text_DesignData_Item_Item_WizardShoes_4001,Wizard Shoes,Чарівні черевики
DC/Text_DesignData_Item_Item_WizardShoes_5001,Wizard Shoes,Чарівні черевики
DC/Text_DesignData_Item_Item_WizardShoes_6001,Wizard Shoes,Чарівні черевики
DC/Text_DesignData_Item_Item_WizardShoes_7001,Wizard Shoes,Чарівні черевики
DC/Text_DesignData_Item_Item_WizardStaff_1001,Magic Staff,Чарівний посох
DC/Text_DesignData_Item_Item_WizardStaff_2001,Magic Staff,Чарівний посох
DC/Text_DesignData_Item_Item_WizardStaff_3001,Magic Staff,Чарівний посох
DC/Text_DesignData_Item_Item_WizardStaff_4001,Magic Staff,Чарівний посох
DC/Text_DesignData_Item_Item_WizardStaff_5001,Magic Staff,Чарівний посох
DC/Text_DesignData_Item_Item_WizardStaff_6001,Magic Staff,Чарівний посох
DC/Text_DesignData_Item_Item_WizardStaff_7001,Illusory,Чарівний посох
DC/Text_DesignData_Item_Item_WolfClaw,Wolf Claw,Вовчий кіготь
DC/Text_DesignData_Item_Item_WolfFang,Wolf Fang,Вовче ікло
DC/Text_DesignData_Item_Item_WolfHunterLeggings_4001,Wolf Hunter Leggings,Лосини мисливця на вовків
DC/Text_DesignData_Item_Item_WolfPelt,Wolf Pelt,Вовча шкура
DC/Text_DesignData_Item_Item_YetisTeeth,Yeti's Teeth,Зуби Єті
DC/Text_DesignData_Item_Item_Zweihander_1001,Zweihander,Цвайхандер
DC/Text_DesignData_Item_Item_Zweihander_2001,Zweihander,Цвайхандер
DC/Text_DesignData_Item_Item_Zweihander_3001,Zweihander,Цвайхандер
DC/Text_DesignData_Item_Item_Zweihander_4001,Zweihander,Цвайхандер
DC/Text_DesignData_Item_Item_Zweihander_5001,Zweihander,Цвайхандер
DC/Text_DesignData_Item_Item_Zweihander_6001,Zweihander,Цвайхандер
DC/Text_DesignData_Item_Item_Zweihander_7001,Zweihander,Цвайхандер
DC/Text_DesingData_Item_Item_CrusaderHelm_1001,Crusader Helm,Шолом хрестоносців
DC/Text_DesingData_Item_Item_CrusaderHelm_2001,Crusader Helm,Шолом хрестоносців
DC/Text_DesingData_Item_Item_CrusaderHelm_3001,Crusader Helm,Шолом хрестоносців
DC/Text_DesingData_Item_Item_CrusaderHelm_4001,Crusader Helm,Шолом хрестоносців
DC/Text_DesingData_Item_Item_CrusaderHelm_5001,Crusader Helm,Шолом хрестоносців
DC/Text_DesingData_Item_Item_CrusaderHelm_6001,Crusader Helm,Шолом хрестоносців
DC/Text_DesingData_Item_Item_CrusaderHelm_7001,Crusader Helm,Шолом хрестоносців
DC/Text_DesingData_Item_Item_GreatHelm_1001,Great Helm,Великий шолом
DC/Text_DesingData_Item_Item_GreatHelm_2001,Great Helm,Великий шолом
DC/Text_DesingData_Item_Item_GreatHelm_3001,Great Helm,Великий шолом
DC/Text_DesingData_Item_Item_GreatHelm_4001,Great Helm,Великий шолом
DC/Text_DesingData_Item_Item_GreatHelm_5001,Great Helm,Великий шолом
DC/Text_DesingData_Item_Item_GreatHelm_6001,Great Helm,Великий шолом
DC/Text_DesingData_Item_Item_GreatHelm_7001,Great Helm,Великий шолом
DC/Text_DesingData_Item_Item_NormanNasalHelm_1001,Norman Nasal Helm,Нормандський носовий шолом
DC/Text_DesingData_Item_Item_NormanNasalHelm_2001,Norman Nasal Helm,Нормандський носовий шолом
DC/Text_DesingData_Item_Item_NormanNasalHelm_3001,Norman Nasal Helm,Нормандський носовий шолом
DC/Text_DesingData_Item_Item_NormanNasalHelm_4001,Norman Nasal Helm,Нормандський носовий шолом
DC/Text_DesingData_Item_Item_NormanNasalHelm_5001,Norman Nasal Helm,Нормандський носовий шолом
DC/Text_DesingData_Item_Item_NormanNasalHelm_6001,Norman Nasal Helm,Нормандський носовий шолом
DC/Text_DesingData_Item_Item_NormanNasalHelm_7001,Norman Nasal Helm,Нормандський носовий шолом
DC/Text_DesingData_Item_Item_OpenSallet_1001,Open Sallet,Відкритий Салад
DC/Text_DesingData_Item_Item_OpenSallet_2001,Open Sallet,Відкритий Салад
DC/Text_DesingData_Item_Item_OpenSallet_3001,Open Sallet,Відкритий Салад
DC/Text_DesingData_Item_Item_OpenSallet_4001,Open Sallet,Відкритий Салад
DC/Text_DesingData_Item_Item_OpenSallet_5001,Open Sallet,Відкритий Салад
DC/Text_DesingData_Item_Item_OpenSallet_6001,Open Sallet,Відкритий Салад
DC/Text_DesingData_Item_Item_OpenSallet_7001,Open Sallet,Відкритий Салад
DC/Text_DesingData_Item_Item_Sallet_1001,Sallet,Салад
DC/Text_DesingData_Item_Item_Sallet_2001,Sallet,Салад
DC/Text_DesingData_Item_Item_Sallet_3001,Sallet,Салад
DC/Text_DesingData_Item_Item_Sallet_4001,Sallet,Салад
DC/Text_DesingData_Item_Item_Sallet_5001,Sallet,Салад
DC/Text_DesingData_Item_Item_Sallet_6001,Sallet,Салад
DC/Text_DesingData_Item_Item_Sallet_7001,Sallet,Салад
DC/Text_DesingData_Item_Item_Spangenhelm_1001,Spangenhelm,Шпангенхельм
DC/Text_DesingData_Item_Item_Spangenhelm_2001,Spangenhelm,Шпангенхельм
DC/Text_DesingData_Item_Item_Spangenhelm_3001,Spangenhelm,Шпангенхельм
DC/Text_DesingData_Item_Item_Spangenhelm_4001,Spangenhelm,Шпангенхельм
DC/Text_DesingData_Item_Item_Spangenhelm_5001,Spangenhelm,Шпангенхельм
DC/Text_DesingData_Item_Item_Spangenhelm_6001,Spangenhelm,Шпангенхельм
DC/Text_DesingData_Item_Item_Spangenhelm_7001,Spangenhelm,Шпангенхельм
DC/Text_DesingData_Item_Item_Topfhelm_1001,Topfhelm,Топгельм
DC/Text_DesingData_Item_Item_Topfhelm_2001,Topfhelm,Топгельм
DC/Text_DesingData_Item_Item_Topfhelm_3001,Topfhelm,Топгельм
DC/Text_DesingData_Item_Item_Topfhelm_4001,Topfhelm,Топгельм
DC/Text_DesingData_Item_Item_Topfhelm_5001,Topfhelm,Топгельм
DC/Text_DesingData_Item_Item_Topfhelm_6001,Topfhelm,Топгельм
DC/Text_DesingData_Item_Item_Topfhelm_7001,Topfhelm,Топгельм
DC/Text_DesingData_Item_Item_VisoredSallet_1001,Visored Sallet,Салад з козирком
DC/Text_DesingData_Item_Item_VisoredSallet_2001,Visored Sallet,Салад з козирком
DC/Text_DesingData_Item_Item_VisoredSallet_3001,Visored Sallet,Салад з козирком
DC/Text_DesingData_Item_Item_VisoredSallet_4001,Visored Sallet,Салад з козирком
DC/Text_DesingData_Item_Item_VisoredSallet_5001,Visored Sallet,Салад з козирком
DC/Text_DesingData_Item_Item_VisoredSallet_6001,Visored Sallet,Салад з козирком
DC/Text_DesingData_Item_Item_VisoredSallet_7001,Visored Sallet,Салад з козирком
DC/Text_DesignData_Item_Item_WarlordsArmorShard,Warlord's Armor Shard,Уламок Броні Воєначальника
DC/Text_DesignData_Item_Item_SovereignsGhostblade_5001,Sovereign's Ghostblade,Примарний Клинок Володаря
DC/Text_DesignData_Item_Item_FrostlightOracleRobe_6001,Frostlight Oracle Robe,Льодяна Мантія Оракула
DC/Text_DesignData_Item_Item_FrostlightCrystalSword_6001,Frostlight Crystal Sword,Льодяний Кришталевий Меч
DC/Text_DesignData_Item_Item_FrostlightRunestoneGloves_6001,Frostlight Runestone Gloves,Льодяні Рунічні Рукавиці
DC/Text_DesignData_Item_Item_FrostlightLeatherLeggings_6001,Frostlight Leather Leggings,Льодяні Шкіряні Легінси
DC/Text_DesignData_Item_Item_FrostlightAketon_6001,Frostlight Aketon,Льодяний Акетон
DC/Text_DesignData_Item_Item_FrostlightRivetedGloves_6001,Frostlight Riveted Gloves,Льодяні Клепані Рукавиці
DC/Text_DesignData_Item_Item_FrostlightHood_6001,Frostlight Hood,Льодяний Капюшон
DC/Text_DesignData_Item_Item_BatWing,Bat Wing,Крило Кажана
DC/Text_DesignData_Item_Item_WendigosEntrails,Wendigo's Entrails,Нутрощі Вендіґо
DC/Text_DesignData_Item_Item_FrostlightWizardHat_6001,Frostlight Wizard Hat,Льодяний Капелюх Чарівника
DC/Text_DesignData_Item_Item_FrostlightAbyssPlateArmor_6001,Frostlight Abyss Plate Armor,Латні Обладунки Льодяної Безодні
DC/Text_DesignData_Item_Item_GiantBatHide,Giant Bat Hide,Шкура Велетенського Кажана
DC/Text_DesignData_Item_Item_GiantBatEar,Giant Bat Ear,Вухо Велетенського Кажана
DC/Text_DesignData_Item_Item_FrostlightLanternShield_6001,Frostlight Lantern Shield,Льодяний Щит з Ліхтарем
DC/Text_DesignData_Item_Item_FrostlightSpear_6001,Frostlight Spear,Льодяний Спис
DC/Text_DesignData_Item_Item_FrostlightPlateBoots_6001,Frostlight Plate Boots,Льодяні Латні Чоботи
DC/Text_DesignData_Item_Item_FrostlightCloak_6001,Frostlight Cloak,Льодяний Плащ
DC/Text_DesignData_Item_Item_FrostlightFeatheredHat_6001,Frostlight Feathered Hat,Льодяний Капелюх З Пір'ям
DC/Text_DesignData_Item_Item_WendigosAntlerFragment,Wendigo's Antler Fragment,Уламок Рогів Вендіґо
DC/Text_DesignData_Item_Item_SilverSkulltoken,Silver Skull Token,Символ Срібного Черепа
DC/Text_DesignData_Item_Item_Icefang_6001,Icefang,Льодяне Ікло
DC/Text_DesignData_Item_Item_FrostlightRuggedBoots_6001,Frostlight Rugged Boots,Льодяні Міцні Черевики
DC/Text_DesingData_Item_Item_FrostlightNormanNasalHelm_6001,Frostlight Norman Nasal Helm,Льодяний Нормандський Носовий Шолом
DC/Text_DesignData_Item_Item_FrostlightMysticGloves_6001,Frostlight Mystic Gloves,Льодяні Містичні Рукавички
DC/Text_DesignData_Item_Item_GoldenSkulltoken,Golden Skull Token,Символ Золотого Черепа
DC/Text_DesingData_Item_Item_FrostlightCrusaderHelm_6001,Frostlight Crusader Helm,Льодяний Шолом Хрестоносців
DC/Text_DesignData_Item_Item_GrimSlayer_5001,Grimslayer,Мраковбивця
DC/Text_DesignData_Item_Item_FrostlightTrousers_6001,Frostlight Trousers,Льодяні Штани
DC/Text_DesignData_Item_Item_FrostWyvernsHide,Frost Wyvern's Hide,Шкура Льодяної Віверни
DC/Text_DesignData_Item_Item_FrostlightLightfootBoots_6001,Frostlight Lightfoot Boots,Льодяні Легкі Чоботи
DC/Text_DesignData_Item_Item_FrostlightGauntlets_6001,Frostlight Gauntlets,Льодяні Латні Рукавиці
DC/Text_DesignData_Item_Item_FrostlightPlatePants_6001,Frostlight Plate Pants,Льодяні Латні Штани
DC/Text_DesignData_Item_Item_FrostlightWardenOutfit_6001,Frostlight Warden Outfit,Льодяна Форма Наглядача
